location_stand,banking,bike_stands,available_bike_stands,available_bikes,longitude,latitude,holiday,workingday,weather,Season,temp,humidity,windspeed,casual,registered,count,date_time
"Wexford street, djinn shop, across the road from opium
",FALSE,40,15,25,-6.265439093,53.33662064,0,0,1,3,32.8,55,15.0013,130,252,382,09-08-2021 18:00
"Aungier street, outside YMCA",FALSE,40,21,19,-6.266015768,53.3392936,0,0,2,3,32.8,59,22.0028,176,265,441,09-08-2021 19:00
Cathal Brugha street,FALSE,20,14,6,-6.25944972,53.35237568,0,0,1,3,33.62,52,16.9979,176,204,380,09-08-2021 20:00
Cathal Brugha Street outside DIT,FALSE,30,30,0,-6.259444356,53.35225641,0,0,2,3,34.44,53,16.9979,130,232,362,09-08-2021 21:00
"Camden street lower, Simon community shop,.",FALSE,40,6,34,-6.26539886,53.33423822,0,0,3,3,30.34,79,11.0014,155,188,343,09-08-2021 22:00
Coppinger row,TRUE,20,20,0,-6.262373328,53.34211691,0,0,3,3,30.34,79,11.0014,61,88,149,09-08-2021 23:00
Parnell street,FALSE,30,28,2,-6.268060952,53.34999014,0,1,1,3,13.12,87,0,0,1,1,10-08-2021 00:00
Marlborough street outside eircom and kanoodle,TRUE,40,8,32,-6.259502023,53.35296244,0,1,1,3,13.12,87,0,0,3,3,10-08-2021 01:00
Parnell street outside euro giant,FALSE,30,30,0,-6.266872734,53.35033197,0,1,1,3,12.3,87,0,0,4,4,10-08-2021 02:00
Start of Summer hill,TRUE,38,35,3,-6.256611943,53.35440329,0,1,1,3,12.3,87,6.0032,1,17,18,10-08-2021 03:00
"St. Stephens Green, outside oxfam and specsavers",FALSE,30,30,0,-6.26113683,53.34013196,0,1,1,3,12.3,87,0,3,96,99,10-08-2021 04:00
"Parnell Street, outside Alexander's bridal shop",FALSE,40,0,40,-6.267641187,53.34997173,0,1,1,3,12.3,87,7.0015,7,316,323,10-08-2021 05:00
Merrion square North,FALSE,30,7,23,-6.250421405,53.34094069,0,1,1,3,13.12,93,7.0015,11,455,466,10-08-2021 06:00
Mount street lower opposite new mount house,FALSE,20,18,2,-6.243741363,53.33881395,0,1,1,3,14.76,87,0,14,177,191,10-08-2021 07:00
"Harcourt road, in front of regius building",FALSE,30,26,4,-6.263815016,53.33274144,0,1,1,3,17.22,71,6.0032,25,104,129,10-08-2021 08:00
Mercer street outside DCC,TRUE,40,0,39,-6.264456064,53.33893887,0,1,1,3,18.86,63,8.9981,21,126,147,10-08-2021 09:00
Marlborough street outside admiral restraunt,FALSE,31,28,3,-6.259013861,53.352234,0,1,1,3,21.32,52,8.9981,28,175,203,10-08-2021 10:00
Eden Quay ooutside Liberty Hall,FALSE,35,8,27,-6.255112588,53.34845308,0,1,1,3,22.14,49,11.0014,31,165,196,10-08-2021 11:00
Talbot Street outside Singer shop,TRUE,40,6,33,-6.254687458,53.35073224,0,1,1,3,22.96,46,7.0015,32,129,161,10-08-2021 12:00
"York street, across from Dublinbike station",FALSE,30,20,10,-6.262134612,53.33883157,0,1,1,3,23.78,46,7.0015,33,155,188,10-08-2021 13:00
Johnstons place outside pearls shop,FALSE,30,13,16,-6.263308078,53.34064683,0,1,1,3,22.96,46,8.9981,39,250,289,10-08-2021 14:00
"Camden street lower, outside cracker nut cafe",FALSE,24,4,20,-6.26537472,53.33501182,0,1,1,3,21.32,43,11.0014,40,459,499,10-08-2021 15:00
Blessignton street outside La Pausa cafe,FALSE,40,2,38,-6.265439093,53.35618587,0,1,1,3,19.68,55,8.9981,30,432,462,10-08-2021 16:00
North circular road and belvidire road junction,FALSE,36,2,32,-6.259095669,53.35946908,0,1,1,3,18.86,59,0,14,264,278,10-08-2021 17:00
"Camden street lower, across from Fontana cafe",FALSE,40,0,40,-6.265355945,53.3351824,0,1,1,3,16.4,76,0,12,169,181,10-08-2021 18:00
Parnell square west,FALSE,40,23,17,-6.265075654,53.35358842,0,1,1,3,16.4,76,0,16,166,182,10-08-2021 19:00
Merrion street lower island,TRUE,40,40,0,-6.250158548,53.34184388,0,1,1,3,14.76,87,0,13,95,108,10-08-2021 20:00
Hatch street lower,TRUE,25,18,7,-6.256172061,53.3341197,0,1,1,3,14.76,81,0,3,45,48,10-08-2021 21:00
Capel street outside capel kebab and pizza house,FALSE,29,26,3,-6.268229932,53.34716815,0,1,1,3,14.76,87,0,0,13,13,10-08-2021 22:00
Jervis street opposite TP Smiths,FALSE,30,30,0,-6.266204864,53.34744836,0,1,1,3,13.94,87,0,0,10,10,10-08-2021 23:00
Grand canal docks,TRUE,30,26,4,-6.238718927,53.34301848,0,0,2,3,21.32,68,15.0013,119,248,367,11-08-2021 00:00
Grand canal docks outside fresh,TRUE,30,30,0,-6.238583475,53.34339239,0,0,2,3,21.32,67,15.0013,115,257,372,11-08-2021 01:00
Blood stone road,FALSE,32,32,0,-6.236217767,53.34491682,0,0,2,3,21.32,68,12.998,124,225,349,11-08-2021 02:00
"Both wall quay, opposite the Spenser. ",FALSE,40,29,11,-6.24309361,53.3476477,0,0,2,3,21.32,72,12.998,123,174,297,11-08-2021 03:00
Sir john Robertson quay,FALSE,30,30,0,-6.2415272,53.34621063,0,0,2,3,21.32,72,12.998,148,206,354,11-08-2021 04:00
Start of Leinster street south,TRUE,30,10,20,-6.252639592,53.3417502,0,0,1,3,22.14,68,16.9979,116,189,305,11-08-2021 05:00
Marlborough street opposite An Board Pleanala ,FALSE,40,25,15,-6.259177476,53.35260382,0,0,1,3,21.32,72,15.0013,141,218,359,11-08-2021 06:00
Mount street lower outside board bia,FALSE,20,9,11,-6.240792274,53.3378138,0,0,2,3,21.32,72,15.0013,95,234,329,11-08-2021 07:00
"Camden street lower, Infront of enable ireland",TRUE,40,40,0,-6.265382767,53.33482844,0,0,1,3,21.32,68,8.9981,70,186,256,11-08-2021 08:00
North strand road,FALSE,30,30,0,-6.245928705,53.35520694,0,0,1,3,21.32,68,8.9981,43,133,176,11-08-2021 09:00
Amiens street outside the funky skunk,TRUE,30,24,6,-6.248283684,53.35334747,0,0,2,3,20.5,72,12.998,49,121,170,11-08-2021 10:00
"Bolton Street, outside DIT",FALSE,40,38,2,-6.269626021,53.35134383,0,0,1,3,20.5,72,15.0013,31,112,143,11-08-2021 11:00
Eden Quay outside Beresford Court,FALSE,30,0,30,-6.25492081,53.34901267,0,0,1,3,18.86,82,11.0014,36,100,136,11-08-2021 12:00
Talbot street outside Guiney and co.,TRUE,40,38,2,-6.254671365,53.35066259,0,0,1,3,18.86,77,15.0013,24,88,112,11-08-2021 13:00
Top of Parnell street outside Foleys pharmacy,FALSE,30,19,11,-6.258886456,53.3537389,0,0,1,3,18.86,77,15.0013,13,66,79,11-08-2021 14:00
St Stephens green north outside permanent tsb,TRUE,38,3,35,-6.260423362,53.3399558,0,0,1,3,18.04,82,16.9979,21,68,89,11-08-2021 15:00
Jervis Street outside Penny's,FALSE,30,0,30,-6.267024279,53.34998454,0,0,1,3,18.04,82,12.998,11,25,36,11-08-2021 16:00
"Wexford street, djinn shop, across the road from opium
",FALSE,40,37,3,-6.265439093,53.33662064,0,0,1,3,18.04,77,15.0013,1,0,1,11-08-2021 17:00
"Aungier street, outside YMCA",FALSE,30,30,0,-6.266015768,53.3392936,0,0,1,3,18.04,77,15.0013,1,5,6,11-08-2021 18:00
Cathal Brugha street,FALSE,20,20,0,-6.25944972,53.35237568,0,0,1,3,18.04,77,16.9979,2,10,12,11-08-2021 19:00
Cathal Brugha Street outside DIT,FALSE,30,7,23,-6.259444356,53.35225641,0,0,1,3,18.86,72,15.0013,15,29,44,11-08-2021 20:00
"Camden street lower, Simon community shop,.",TRUE,40,40,0,-6.26539886,53.33423822,0,0,1,3,18.86,72,16.9979,16,53,69,11-08-2021 21:00
Coppinger row,FALSE,31,3,28,-6.262373328,53.34211691,0,0,1,3,19.68,67,16.9979,46,94,140,11-08-2021 22:00
Parnell street outside Centra ,FALSE,35,34,1,-6.263774782,53.35127979,0,0,1,3,20.5,72,11.0014,82,178,260,11-08-2021 23:00
Parnell street outside Centra ,TRUE,40,35,5,-6.263774782,53.35127979,0,0,2,3,29.52,79,30.0026,81,130,211,12-08-2021 00:00
Start of st. Stephen's Green terrace. ,TRUE,40,16,24,-6.257439405,53.3362755,0,0,3,3,29.52,84,16.9979,57,114,171,12-08-2021 01:00
"Pembroke street lower, opposite coffee angel.",TRUE,20,6,14,-6.25215143,53.33690652,0,0,3,3,29.52,79,19.0012,58,79,137,12-08-2021 02:00
"O'Connell street, median, behind Sir John Gray monument",TRUE,40,30,10,-6.259725988,53.34860279,0,0,2,3,28.7,84,22.0028,28,86,114,12-08-2021 03:00
South Circular road tesco,FALSE,16,16,0,-6.274455339,53.33232339,0,0,2,3,28.7,84,22.0028,24,96,120,12-08-2021 04:00
"Essex street east, outside the Clarence hotel",TRUE,38,6,32,-6.266537458,53.34511458,0,0,3,3,28.7,84,19.0012,29,79,108,12-08-2021 05:00
The coombe outside ovenden house. ,FALSE,30,0,0,-6.273295283,53.33919831,0,0,2,3,28.7,84,19.0012,14,66,80,12-08-2021 06:00
"College green, median",TRUE,16,13,3,-6.260206103,53.34439721,0,0,2,3,28.7,84,16.9979,10,63,73,12-08-2021 07:00
North king street,FALSE,25,2,23,-6.2726596,53.35032477,0,0,2,3,28.7,84,15.0013,18,48,66,12-08-2021 08:00
End of Adelaide road beside kiosk,FALSE,20,7,13,-6.253476441,53.3323394,0,0,2,3,28.7,84,8.9981,9,23,32,12-08-2021 09:00
Start of Fitzwilliam square north,TRUE,40,35,5,-6.250662804,53.33551714,0,0,1,3,28.7,84,8.9981,1,5,6,12-08-2021 10:00
"Middle abbey street,  outside independent house newspaper limited.",FALSE,29,9,20,-6.261388958,53.34824573,0,0,1,3,28.7,89,12.998,1,4,5,12-08-2021 11:00
"Middle abbey street, outside austrailia travel.",TRUE,35,11,24,-6.263314784,53.34790949,0,0,1,3,28.7,89,11.0014,3,10,13,12-08-2021 12:00
Grand canal street lower,TRUE,40,40,0,-6.241157055,53.33936646,0,0,1,3,28.7,84,12.998,11,28,39,12-08-2021 13:00
Mount street lower opposite new mount house,TRUE,23,1,22,-6.244124919,53.33894527,0,0,1,3,29.52,79,12.998,23,66,89,12-08-2021 14:00
D'Oliver street,FALSE,30,4,26,-6.258493513,53.34681028,0,0,1,3,31.16,75,7.0015,82,102,184,12-08-2021 15:00
Foley street outside dance Irelamd,TRUE,40,35,5,-6.252858192,53.35146871,0,0,1,3,32.8,66,8.9981,88,178,266,12-08-2021 16:00
Blood stone road,FALSE,23,20,3,-6.235854328,53.34555893,0,0,1,3,33.62,63,0,113,156,269,12-08-2021 17:00
Mayor square outside Snap and national college of Ireland.,FALSE,40,34,6,-6.24304533,53.34893742,0,0,1,3,36.9,42,19.9995,161,209,370,12-08-2021 18:00
"Fade street, outside the rage record store",FALSE,20,20,0,-6.263821721,53.34194797,0,0,1,3,36.9,42,19.9995,118,206,324,12-08-2021 19:00
Hume street,FALSE,20,9,11,-6.255581975,53.33800839,0,0,1,3,35.26,47,12.998,130,192,322,12-08-2021 20:00
Wolfe tone street,TRUE,21,0,21,-6.267700195,53.34936332,0,0,3,3,29.52,74,19.9995,118,208,326,12-08-2021 21:00
Wolfe tone street outside AXA office,TRUE,29,22,7,-6.26718387,53.34796313,0,0,3,3,29.52,74,19.9995,74,119,193,12-08-2021 22:00
Coppinger row ,FALSE,40,34,6,-6.261603534,53.34194076,0,0,3,3,30.34,74,43.0006,63,131,194,12-08-2021 23:00
Aaran quay outside bank of Ireland,FALSE,20,18,1,-6.27913177,53.34645482,0,1,1,3,13.12,93,0,0,5,5,13-08-2021 00:00
Grattan bridge ,FALSE,40,4,35,-6.267873198,53.34572226,0,1,1,3,13.12,93,0,0,4,4,13-08-2021 01:00
Parliament Street across from florentina restaurant,FALSE,30,1,28,-6.267226785,53.34433076,0,1,1,3,13.12,87,0,0,4,4,13-08-2021 02:00
"Parliament street, outside subway ",TRUE,29,29,0,-6.267397106,53.34442924,0,1,1,3,12.3,87,0,0,28,28,13-08-2021 03:00
Burgh quay,FALSE,30,25,0,-6.257717013,53.34716014,0,1,1,3,12.3,87,0,0,98,98,13-08-2021 04:00
Fatima luas stop,FALSE,40,40,0,-6.292895526,53.33847123,0,1,1,3,12.3,87,0,0,300,300,13-08-2021 05:00
Phoenix street north,FALSE,40,40,0,-6.277207285,53.34695199,0,1,1,3,13.12,93,0,19,437,456,13-08-2021 06:00
Merrion square east,FALSE,40,22,18,-6.246668994,53.33943693,0,1,1,3,13.94,93,0,22,197,219,13-08-2021 07:00
North kings street,TRUE,40,2,37,-6.270769984,53.35073624,0,1,1,3,16.4,76,7.0015,16,89,105,13-08-2021 08:00
North kings streetboutside macro,FALSE,40,4,35,-6.270670742,53.35059775,0,1,1,3,18.86,67,11.0014,21,131,152,13-08-2021 09:00
Fitzwilliam street lower,TRUE,40,39,1,-6.248680651,53.33709791,0,1,1,3,20.5,51,11.0014,24,156,180,13-08-2021 10:00
Phisborough road opposite mc donalds,FALSE,30,26,4,-6.272837967,53.36211259,0,1,1,3,20.5,51,11.0014,31,136,167,13-08-2021 11:00
Middle abbey street ,FALSE,30,27,3,-6.262333095,53.34814966,0,1,1,3,21.32,48,11.0014,26,153,179,13-08-2021 12:00
Middle abbey street outside hidden hearing.,FALSE,40,0,40,-6.262656301,53.34799275,0,1,1,3,21.32,45,15.0013,21,130,151,13-08-2021 13:00
"Middle abbey street, outside celebration party shop.",FALSE,30,27,3,-6.260793507,53.3481929,0,1,1,3,21.32,48,12.998,24,257,281,13-08-2021 14:00
St Stephen's green North,FALSE,20,1,19,-6.256654859,53.33898211,0,1,1,3,18.86,63,7.0015,27,458,485,13-08-2021 15:00
,FALSE,20,15,5,-6.255034804,53.34144673,0,1,1,3,18.04,67,7.0015,21,387,408,13-08-2021 16:00
Sack like place,FALSE,30,30,0,-6.258557886,53.34909033,0,1,1,3,18.04,72,7.0015,12,292,304,13-08-2021 17:00
Goldsworthy street outside Foxx Coffee House,FALSE,22,22,0,-6.257915497,53.34132102,0,1,1,3,18.04,77,0,18,201,219,13-08-2021 18:00
Lincoln Place,FALSE,38,38,0,-6.252296269,53.34185349,0,1,1,3,16.4,87,0,9,152,161,13-08-2021 19:00
Mount street upper,TRUE,40,38,1,-6.244401187,53.33711313,0,1,1,3,16.4,87,0,9,105,114,13-08-2021 20:00
Mount street lower opposite howl at the moon club,FALSE,27,26,1,-6.245165616,53.33927038,0,1,1,3,15.58,87,0,5,61,66,13-08-2021 21:00
Georges Quay,FALSE,40,0,40,-6.253649443,53.34738591,0,1,1,3,16.4,87,0,0,24,24,13-08-2021 22:00
Grand canal docks,FALSE,30,2,28,-6.238718927,53.34301848,0,1,2,3,16.4,87,0,1,10,11,13-08-2021 23:00
Start of st. Stephen's Green terrace. ,TRUE,40,40,0,-6.257439405,53.3362755,0,0,1,3,21.32,68,15.0013,116,201,317,14-08-2021 00:00
"Pembroke street lower, opposite coffee angel.",FALSE,30,11,19,-6.25215143,53.33690652,0,0,1,3,22.14,64,8.9981,135,229,364,14-08-2021 01:00
"O'Connell street, median, behind Sir John Gray monument",FALSE,30,30,0,-6.259725988,53.34860279,0,0,1,3,22.96,60,8.9981,162,214,376,14-08-2021 02:00
South Circular road tesco,FALSE,24,24,0,-6.274455339,53.33232339,0,0,2,3,23.78,56,8.9981,127,184,311,14-08-2021 03:00
"Essex street east, outside the Clarence hotel",FALSE,40,22,18,-6.266537458,53.34511458,0,0,2,3,23.78,60,8.9981,132,233,365,14-08-2021 04:00
The coombe outside ovenden house. ,FALSE,36,36,0,-6.273295283,53.33919831,0,0,2,3,22.96,64,11.0014,134,235,369,14-08-2021 05:00
"College green, median",FALSE,40,39,1,-6.260206103,53.34439721,0,0,2,3,22.96,64,12.998,95,230,325,14-08-2021 06:00
North king street,FALSE,40,39,1,-6.2726596,53.35032477,0,0,2,3,22.96,60,7.0015,66,223,289,14-08-2021 07:00
End of Adelaide road beside kiosk,TRUE,40,8,32,-6.253476441,53.3323394,0,0,2,3,22.14,68,7.0015,54,191,245,14-08-2021 08:00
Start of Fitzwilliam square north,TRUE,25,9,16,-6.250662804,53.33551714,0,0,2,3,22.14,68,6.0032,44,136,180,14-08-2021 09:00
"Middle abbey street,  outside independent house newspaper limited.",FALSE,29,29,0,-6.261388958,53.34824573,0,0,2,3,22.14,68,6.0032,37,110,147,14-08-2021 10:00
"Middle abbey street, outside austrailia travel.",FALSE,30,14,16,-6.263314784,53.34790949,0,0,2,3,22.14,68,6.0032,9,75,84,14-08-2021 11:00
Grand canal street lower,FALSE,20,10,10,-6.241157055,53.33936646,0,0,1,3,22.14,68,12.998,10,44,54,14-08-2021 12:00
Mount street lower opposite new mount house,FALSE,40,37,3,-6.244124919,53.33894527,0,1,2,3,21.32,72,11.0014,14,23,37,14-08-2021 13:00
D'Oliver street,FALSE,30,29,1,-6.258493513,53.34681028,0,1,2,3,21.32,72,7.0015,3,7,10,14-08-2021 14:00
Foley street outside dance Irelamd,TRUE,29,29,0,-6.252858192,53.35146871,0,1,2,3,21.32,72,8.9981,6,7,13,14-08-2021 15:00
Blood stone road,FALSE,30,0,25,-6.235854328,53.34555893,0,1,2,3,20.5,77,8.9981,1,4,5,14-08-2021 16:00
Mayor square outside Snap and national college of Ireland.,FALSE,40,32,8,-6.24304533,53.34893742,0,1,2,3,20.5,77,11.0014,2,6,8,14-08-2021 17:00
"Fade street, outside the rage record store",FALSE,40,21,19,-6.263821721,53.34194797,0,1,2,3,20.5,77,12.998,2,26,28,14-08-2021 18:00
Hume street,FALSE,40,40,0,-6.255581975,53.33800839,0,1,1,3,20.5,77,15.0013,6,107,113,14-08-2021 19:00
Wolfe tone street,TRUE,40,35,5,-6.267700195,53.34936332,0,1,2,3,20.5,82,15.0013,20,312,332,14-08-2021 20:00
Wolfe tone street outside AXA office,FALSE,40,28,12,-6.26718387,53.34796313,0,1,2,3,21.32,77,8.9981,29,391,420,14-08-2021 21:00
Coppinger row ,TRUE,40,33,7,-6.261603534,53.34194076,0,1,2,3,22.14,68,11.0014,32,183,215,14-08-2021 22:00
Saclville Place,FALSE,30,0,30,-6.258242726,53.34913596,0,1,2,3,22.96,64,8.9981,21,84,105,14-08-2021 23:00
Saclville Place,FALSE,30,10,20,-6.258242726,53.34913596,0,0,1,3,29.52,74,6.0032,74,155,229,15-08-2021 00:00
Trinity street,TRUE,20,16,4,-6.26198709,53.34380633,0,0,1,3,29.52,79,11.0014,68,160,228,15-08-2021 01:00
Pearce street opposite parser square,FALSE,40,17,23,-6.242224574,53.3428079,0,0,1,3,29.52,84,8.9981,50,133,183,15-08-2021 02:00
Parnell street outside cineworld.,FALSE,40,6,34,-6.267755181,53.350079,0,0,1,3,29.52,84,7.0015,36,100,136,15-08-2021 03:00
"Abbey Street Lower, outside Abbey Theatre.",FALSE,30,21,8,-6.256624013,53.34880213,0,0,1,3,28.7,89,12.998,21,82,103,15-08-2021 04:00
Abbey Street Lower outside Beresford Court.,FALSE,30,20,10,-6.255399585,53.34901748,0,0,1,3,28.7,79,7.0015,12,43,55,15-08-2021 05:00
Pearce street and Townsend street,TRUE,30,13,17,-6.256809086,53.34580232,0,1,1,3,28.7,79,7.0015,13,17,30,15-08-2021 06:00
"Stephens green, in front of beneton shop",TRUE,20,10,10,-6.260926276,53.3398373,0,1,1,3,27.88,83,8.9981,4,8,12,15-08-2021 07:00
East wall road outside the O2 ,FALSE,33,33,0,-6.227487177,53.34842026,0,1,1,3,27.06,89,0,4,3,7,15-08-2021 08:00
"Bedford row, beside Ladbrokes",FALSE,40,29,11,-6.261851639,53.34615699,0,1,1,3,27.06,89,0,1,0,1,15-08-2021 09:00
Talbot Street outside Carrolls shop,FALSE,40,35,5,-6.2569727,53.35029835,0,1,1,3,27.06,89,7.0015,2,8,10,15-08-2021 10:00
"Fleet Street, outside TGI restaurant.",FALSE,20,19,1,-6.259736717,53.34583434,0,1,1,3,28.7,79,6.0032,1,14,15,15-08-2021 11:00
"Aston quay, outside house of colour",TRUE,30,29,1,-6.262689829,53.34607693,0,1,1,3,28.7,65,19.0012,8,87,95,15-08-2021 12:00
Harcourt street outside Starbucks ,TRUE,30,20,10,-6.262397468,53.3327959,0,1,1,3,29.52,62,19.9995,18,249,267,15-08-2021 13:00
"New bride street , Infront of small green",FALSE,32,25,7,-6.269115061,53.33779779,0,1,1,3,30.34,58,22.0028,29,320,349,15-08-2021 14:00
Mount street ctescent,FALSE,40,37,2,-6.243086904,53.33666389,0,1,1,3,31.16,55,26.0027,37,146,183,15-08-2021 15:00
Beresford Place median,FALSE,30,27,3,-6.254668683,53.34915197,0,1,1,3,32.8,52,26.0027,62,62,124,15-08-2021 16:00
Kevin's street outside o haras pharmacy,TRUE,30,24,6,-6.266076118,53.33774334,0,1,1,3,33.62,48,23.9994,90,89,179,15-08-2021 17:00
Dorset street outside gaa ticket office ,FALSE,40,22,18,-6.260073334,53.36081366,0,1,1,3,33.62,46,16.9979,48,134,182,15-08-2021 18:00
"Wexford street, Infront of mega bikes.",FALSE,20,17,3,-6.265628189,53.33737258,0,1,1,3,34.44,44,19.9995,43,108,151,15-08-2021 19:00
"Camden street lower, outside ulster bank",TRUE,40,35,5,-6.265334487,53.33563406,0,1,1,3,33.62,43,19.9995,41,109,150,15-08-2021 20:00
Mountjoy square south outside dit,FALSE,30,14,15,-6.256683022,53.35602898,0,1,1,3,34.44,41,19.9995,40,86,126,15-08-2021 21:00
"Noel Purcell Walk, Infront of beaux lane house",TRUE,30,25,5,-6.26425758,53.34045385,0,1,1,3,35.26,39,19.0012,64,218,282,15-08-2021 22:00
"Chatham road, outside Mao restaurant",FALSE,40,30,10,-6.26260668,53.34104558,0,1,1,3,35.26,39,11.0014,67,460,527,15-08-2021 23:00
Grand canal docks outside fresh,FALSE,40,31,9,-6.238583475,53.34339239,0,1,2,3,15.58,94,0,0,5,5,16-08-2021 00:00
Blood stone road,TRUE,30,26,4,-6.236217767,53.34491682,0,1,1,3,15.58,94,6.0032,0,11,11,16-08-2021 01:00
"Both wall quay, opposite the Spenser. ",FALSE,20,20,0,-6.24309361,53.3476477,0,1,1,3,15.58,94,6.0032,1,2,3,16-08-2021 02:00
Sir john Robertson quay,TRUE,40,40,0,-6.2415272,53.34621063,0,1,2,3,14.76,100,8.9981,1,22,23,16-08-2021 03:00
Start of Leinster street south,FALSE,40,40,0,-6.252639592,53.3417502,0,1,2,3,14.76,100,8.9981,4,110,114,16-08-2021 04:00
Marlborough street opposite An Board Pleanala ,FALSE,36,36,0,-6.259177476,53.35260382,0,1,2,3,15.58,94,11.0014,6,266,272,16-08-2021 05:00
Mount street lower outside board bia,TRUE,40,5,34,-6.240792274,53.3378138,0,1,2,3,16.4,94,6.0032,18,418,436,16-08-2021 06:00
"Camden street lower, Infront of enable ireland",FALSE,40,40,0,-6.265382767,53.33482844,0,1,2,3,17.22,94,7.0015,23,188,211,16-08-2021 07:00
North strand road,FALSE,20,17,2,-6.245928705,53.35520694,0,1,2,3,18.04,88,15.0013,17,100,117,16-08-2021 08:00
Amiens street outside the funky skunk,FALSE,40,39,1,-6.248283684,53.35334747,0,1,2,3,18.86,67,26.0027,9,99,108,16-08-2021 09:00
"Bolton Street, outside DIT",FALSE,40,39,1,-6.269626021,53.35134383,0,1,2,3,17.22,67,23.9994,18,149,167,16-08-2021 10:00
Eden Quay outside Beresford Court,FALSE,20,20,0,-6.25492081,53.34901267,0,1,3,3,14.76,81,23.9994,9,87,96,16-08-2021 11:00
Talbot street outside Guiney and co.,FALSE,30,21,9,-6.254671365,53.35066259,0,1,3,3,14.76,87,19.0012,6,58,64,16-08-2021 12:00
Top of Parnell street outside Foleys pharmacy,FALSE,40,31,9,-6.258886456,53.3537389,0,1,3,3,14.76,81,19.9995,5,57,62,16-08-2021 13:00
St Stephens green north outside permanent tsb,TRUE,20,9,11,-6.260423362,53.3399558,0,1,3,3,14.76,81,15.0013,6,67,73,16-08-2021 14:00
Jervis Street outside Penny's,TRUE,40,40,0,-6.267024279,53.34998454,0,1,3,3,14.76,81,15.0013,9,168,177,16-08-2021 15:00
"Wexford street, djinn shop, across the road from opium
",TRUE,40,40,0,-6.265439093,53.33662064,0,1,2,3,14.76,81,11.0014,10,263,273,16-08-2021 16:00
"Aungier street, outside YMCA",TRUE,20,10,10,-6.266015768,53.3392936,0,1,2,3,14.76,71,15.0013,19,192,211,16-08-2021 17:00
Cathal Brugha street,TRUE,40,4,35,-6.25944972,53.35237568,0,1,2,3,14.76,62,19.0012,8,160,168,16-08-2021 18:00
Cathal Brugha Street outside DIT,FALSE,16,15,1,-6.259444356,53.35225641,0,1,1,3,14.76,57,16.9979,6,130,136,16-08-2021 19:00
"Camden street lower, Simon community shop,.",TRUE,38,38,0,-6.26539886,53.33423822,0,1,1,3,14.76,53,19.0012,5,84,89,16-08-2021 20:00
Coppinger row,FALSE,30,0,0,-6.262373328,53.34211691,0,1,2,3,13.94,57,11.0014,9,73,82,16-08-2021 21:00
Parnell street outside Centra ,TRUE,16,5,11,-6.263774782,53.35127979,1,0,1,3,13.94,53,16.9979,10,56,66,16-08-2021 22:00
Start of st. Stephen's Green terrace. ,FALSE,25,15,10,-6.257439405,53.3362755,1,0,1,3,13.12,57,22.0028,3,16,19,16-08-2021 23:00
Trinity street,FALSE,30,0,30,-6.26198709,53.34380633,0,1,2,3,23.78,64,11.0014,41,98,139,17-08-2021 00:00
Pearce street opposite parser square,FALSE,40,39,1,-6.242224574,53.3428079,0,1,2,3,23.78,60,6.0032,51,138,189,17-08-2021 01:00
Parnell street outside cineworld.,FALSE,30,30,0,-6.267755181,53.350079,0,1,2,3,24.6,60,0,53,124,177,17-08-2021 02:00
"Abbey Street Lower, outside Abbey Theatre.",FALSE,20,20,0,-6.256624013,53.34880213,0,1,2,3,24.6,60,12.998,45,143,188,17-08-2021 03:00
Abbey Street Lower outside Beresford Court.,FALSE,20,18,2,-6.255399585,53.34901748,0,1,2,3,24.6,60,15.0013,44,143,187,17-08-2021 04:00
Pearce street and Townsend street,FALSE,30,5,25,-6.256809086,53.34580232,0,1,2,3,24.6,60,11.0014,55,208,263,17-08-2021 05:00
"Stephens green, in front of beneton shop",FALSE,22,0,22,-6.260926276,53.3398373,0,1,2,3,23.78,64,8.9981,85,483,568,17-08-2021 06:00
East wall road outside the O2 ,FALSE,38,24,14,-6.227487177,53.34842026,0,1,2,3,22.96,68,8.9981,56,484,540,17-08-2021 07:00
"Bedford row, beside Ladbrokes",TRUE,40,24,16,-6.261851639,53.34615699,0,1,2,3,22.96,68,7.0015,41,333,374,17-08-2021 08:00
Talbot Street outside Carrolls shop,FALSE,27,16,11,-6.2569727,53.35029835,0,1,2,3,22.96,68,8.9981,27,204,231,17-08-2021 09:00
"Fleet Street, outside TGI restaurant.",FALSE,40,36,4,-6.259736717,53.34583434,0,1,2,3,22.96,68,11.0014,19,181,200,17-08-2021 10:00
"Aston quay, outside house of colour",FALSE,30,30,0,-6.262689829,53.34607693,0,1,2,3,22.96,68,11.0014,25,104,129,17-08-2021 11:00
Harcourt street outside Starbucks ,FALSE,40,40,0,-6.262397468,53.3327959,0,1,2,3,22.96,73,12.998,13,55,68,17-08-2021 12:00
"New bride street , Infront of small green",TRUE,30,25,5,-6.269115061,53.33779779,0,0,1,3,20.5,63,26.0027,24,106,130,17-08-2021 13:00
Mount street ctescent,FALSE,20,16,4,-6.243086904,53.33666389,0,0,1,3,19.68,67,22.0028,11,47,58,17-08-2021 14:00
Beresford Place median,TRUE,40,2,38,-6.254668683,53.34915197,0,0,1,3,18.86,63,27.9993,21,46,67,17-08-2021 15:00
Kevin's street outside o haras pharmacy,FALSE,40,6,34,-6.266076118,53.33774334,0,0,1,3,18.86,59,27.9993,8,17,25,17-08-2021 16:00
